stage,date,distance_km,origin,destination,type,winner,winner_country,year
8,2004-07-11,168.0,Lamballe,Quimper,Flat stage,Thor Hushovd,NOR,2004
9,2004-07-13,160.5,Saint-Léonard-de-Noblat,Guéret,Flat stage,Robbie McEwen,AUS,2004
10,2004-07-14,237.0,Limoges,Saint-Flour,Hilly stage,Richard Virenque,FRA,2004
11,2004-07-15,164.0,Saint-Flour,Figeac,Hilly stage,David Moncoutié,FRA,2004
12,2004-07-16,197.5,Castelsarrasin,La Mongie,Mountain stage,Ivan Basso,ITA,2004
13,2004-07-17,205.5,Lannemezan,Plateau de Beille,Mountain stage,Lance Armstrong[n 1],USA,2004
14,2004-07-18,192.5,Carcassonne,Nîmes,Flat stage,Aitor González,ESP,2004
15,2004-07-20,180.5,Valréas,Villard-de-Lans,Mountain stage,Lance Armstrong[n 1],USA,2004
16,2004-07-21,15.5,Le Bourg-d'Oisans,Alpe d'Huez,Individual time trial,Lance Armstrong[n 1],USA,2004
17,2004-07-22,204.5,Le Bourg-d'Oisans,Le Grand-Bornand,Mountain stage,Lance Armstrong[n 1],USA,2004
18,2004-07-23,166.5,Annemasse,Lons-le-Saunier,Hilly stage,Juan Miguel Mercado,ESP,2004
19,2004-07-24,55.0,Besançon,Besançon,Individual time trial,Lance Armstrong[n 1],USA,2004
20,2004-07-25,163.0,Montereau-Fault-Yonne,Paris,Flat stage,Tom Boonen,BEL,2004
P,2003-07-05,6.5,Paris,Paris,Individual time trial,Bradley McGee,AUS,2003
1,2003-07-06,168.0,Saint-Denis,Meaux,Flat stage,Alessandro Petacchi,ITA,2003
2,2003-07-07,204.5,La Ferté-sous-Jouarre,Sedan,Flat stage,Baden Cooke,AUS,2003
3,2003-07-08,167.5,Charleville-Mézières,Saint-Dizier,Flat stage,Alessandro Petacchi,ITA,2003
4,2003-07-09,69.0,Joinville,Saint-Dizier,Team time trial,U.S. Postal Service,USA,2003
5,2003-07-10,196.5,Troyes,Nevers,Flat stage,Alessandro Petacchi,ITA,2003
6,2003-07-11,230.0,Nevers,Lyon,Flat stage,Alessandro Petacchi,ITA,2003
7,2003-07-12,230.5,Lyon,Morzine,Mountain stage,Richard Virenque,FRA,2003
8,2003-07-13,219.0,Sallanches,Alpe d'Huez,Mountain stage,Iban Mayo,ESP,2003
9,2003-07-14,184.5,Le Bourg-d'Oisans,Gap,Mountain stage,Alexander Vinokourov,KAZ,2003
10,2003-07-15,219.5,Gap,Marseille,Flat stage,Jakob Piil,DEN,2003
11,2003-07-17,153.5,Narbonne,Toulouse,Flat stage,Juan Antonio Flecha,ESP,2003
12,2003-07-18,47.0,Gaillac,Cap Découverte,Individual time trial,Jan Ullrich,GER,2003
13,2003-07-19,197.5,Toulouse,Ax 3 Domaines,Mountain stage,Carlos Sastre,ESP,2003
14,2003-07-20,191.5,Saint-Girons,Loudenvielle,Mountain stage,Gilberto Simoni,ITA,2003
15,2003-07-21,159.5,Bagnères-de-Bigorre,Luz Ardiden,Mountain stage,Lance Armstrong[n 1],USA,2003
16,2003-07-23,197.5,Pau,Bayonne,Mountain stage,Tyler Hamilton,USA,2003
17,2003-07-24,181.0,Dax,Bordeaux,Flat stage,Servais Knaven,NED,2003
18,2003-07-25,203.5,Bordeaux,Saint-Maixent-l'École,Flat stage,Pablo Lastras,ESP,2003
19,2003-07-26,49.0,Pornic,Nantes,Individual time trial,David Millar,GBR,2003
20,2003-07-27,152.0,Ville-d'Avray,Paris,Flat stage,Jean-Patrick Nazon,FRA,2003
P,2002-07-06,7.0,Luxembourg City,Luxembourg City,Individual time trial,Lance Armstrong[n 1],USA,2002
1,2002-07-07,192.5,Luxembourg City,Luxembourg City,Flat stage,Rubens Bertogliati,SUI,2002
2,2002-07-08,181.0,Luxembourg City,Saarbrücken,Flat stage,Óscar Freire,ESP,2002
3,2002-07-09,174.5,Metz,Reims,Flat stage,Robbie McEwen,AUS,2002
4,2002-07-10,67.5,Épernay,Château-Thierry,Team time trial,ONCE–Eroski,,2002
5,2002-07-11,195.0,Soissons,Rouen,Flat stage,Jaan Kirsipuu,EST,2002
6,2002-07-12,199.5,Forges-les-Eaux,Alençon,Flat stage,Erik Zabel,GER,2002
7,2002-07-13,176.0,Bagnoles-de-l'Orne,Avranches,Flat stage,Bradley McGee,AUS,2002
8,2002-07-14,217.5,Saint-Martin-de-Landelles,Plouay,Flat stage,Karsten Kroon,NED,2002
9,2002-07-15,52.0,Lanester,Lorient,Individual time trial,Santiago Botero,COL,2002
10,2002-07-17,147.0,Bazas,Pau,Flat stage,Patrice Halgand,FRA,2002
11,2002-07-18,158.0,Pau,La Mongie,Mountain stage,Lance Armstrong[n 1],USA,2002
12,2002-07-19,199.5,Lannemezan,Plateau de Beille,Mountain stage,Lance Armstrong[n 1],USA,2002
13,2002-07-20,171.0,Lavelanet,Béziers,Flat stage,David Millar,GBR,2002
14,2002-07-21,221.0,Lodève,Mont Ventoux,Mountain stage,Richard Virenque,FRA,2002
15,2002-07-23,226.5,Vaison-la-Romaine,Les Deux Alpes,Hilly stage,Santiago Botero,COL,2002
16,2002-07-24,179.5,Les Deux Alpes,La Plagne,Mountain stage,Michael Boogerd,NED,2002
17,2002-07-25,142.0,Aime,Cluses,Mountain stage,Dario Frigo,ITA,2002
18,2002-07-26,176.5,Cluses,Bourg-en-Bresse,Hilly stage,Thor Hushovd,NOR,2002
19,2002-07-27,50.0,Régnié-Durette,Mâcon,Individual time trial,Lance Armstrong[n 1],USA,2002
20,2002-07-28,144.0,Melun,Paris,Flat stage,Robbie McEwen,AUS,2002
P,2001-07-07,8.2,Dunkirk,Dunkirk,Individual time trial,Christophe Moreau,FRA,2001
1,2001-07-08,194.5,Saint-Omer,Boulogne-sur-Mer,Flat stage,Erik Zabel,GER,2001
2,2001-07-09,220.5,Calais,Antwerp,Flat stage,Marc Wauters,BEL,2001
3,2001-07-10,198.5,Antwerp,Seraing,Flat stage,Erik Zabel,GER,2001
4,2001-07-11,215.0,Huy,Verdun,Flat stage,Laurent Jalabert,FRA,2001
5,2001-07-12,67.0,Verdun,Bar-le-Duc,Team time trial,Crédit Agricole,,2001
6,2001-07-13,211.5,Commercy,Strasbourg,Flat stage,Jaan Kirsipuu,EST,2001
7,2001-07-14,162.5,Strasbourg,Colmar,Hilly stage,Laurent Jalabert,FRA,2001
8,2001-07-15,222.5,Colmar,Pontarlier,Flat stage,Erik Dekker,NED,2001
9,2001-07-16,185.0,Pontarlier,Aix-les-Bains,Flat stage,Serguei Ivanov,RUS,2001
10,2001-07-17,209.0,Aix-les-Bains,Alpe d'Huez,Mountain stage,Lance Armstrong[n 1],USA,2001
11,2001-07-18,32.0,Grenoble,Chamrousse,Individual time trial,Lance Armstrong[n 1],USA,2001
12,2001-07-20,166.5,Perpignan,Plateau de Bonascre,Mountain stage,Félix Cárdenas,COL,2001
13,2001-07-21,194.0,Foix,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Lance Armstrong[n 1],USA,2001
14,2001-07-22,141.5,Tarbes,Luz Ardiden,Mountain stage,Roberto Laiseka,ESP,2001
15,2001-07-24,232.5,Pau,Lavaur,Flat stage,Rik Verbrugghe,BEL,2001
16,2001-07-25,229.5,Castelsarrasin,Sarran,Flat stage,Jens Voigt,GER,2001
17,2001-07-26,194.0,Brive-la-Gaillarde,Montluçon,Flat stage,Serge Baguet,BEL,2001
18,2001-07-27,61.0,Montluçon,Saint-Amand-Montrond,Individual time trial,Lance Armstrong[n 1],USA,2001
19,2001-07-28,149.5,Orléans,Évry,Flat stage,Erik Zabel,GER,2001
20,2001-07-29,160.5,Corbeil-Essonnes,Paris,Flat stage,Ján Svorada,CZE,2001
1,2000-07-01,16.5,Futuroscope,Futuroscope,Individual time trial,David Millar,GBR,2000
2,2000-07-02,194.0,Futuroscope,Loudun,Flat stage,Tom Steels,BEL,2000
3,2000-07-03,161.5,Loudun,Nantes,Flat stage,Tom Steels,BEL,2000
4,2000-07-04,70.0,Nantes,Saint-Nazaire,Team time trial,ONCE–Deutsche Bank,,2000
5,2000-07-05,202.0,Vannes,Vitré,Flat stage,Marcel Wüst,GER,2000
6,2000-07-06,198.5,Vitré,Tours,Flat stage,Leon van Bon,NED,2000
7,2000-07-07,205.5,Tours,Limoges,Flat stage,Christophe Agnolutto,FRA,2000
8,2000-07-08,203.5,Limoges,Villeneuve-sur-Lot,Flat stage,Erik Dekker,NED,2000
9,2000-07-09,181.0,Agen,Dax,Flat stage,Paolo Bettini,ITA,2000
10,2000-07-10,205.0,Dax,Hautacam,Mountain stage,Javier Otxoa,ESP,2000
11,2000-07-11,218.5,Bagnères-de-Bigorre,Revel,Hilly stage,Erik Dekker,NED,2000
12,2000-07-13,149.0,Carpentras,Mont Ventoux,Mountain stage,Marco Pantani,ITA,2000
13,2000-07-14,185.5,Avignon,Draguignan,Flat stage,José Vicente Garcia,ESP,2000
14,2000-07-15,249.5,Draguignan,Briançon,Mountain stage,Santiago Botero,COL,2000
15,2000-07-16,173.5,Briançon,Courchevel,Mountain stage,Marco Pantani,ITA,2000
16,2000-07-18,196.5,Courchevel,Morzine,Mountain stage,Richard Virenque,FRA,2000
17,2000-07-19,155.0,Évian-les-Bains,Lausanne,Hilly stage,Erik Dekker,NED,2000
18,2000-07-20,246.5,Lausanne,Freiburg,Flat stage,Salvatore Commesso,ITA,2000
19,2000-07-21,58.5,Freiburg,Mulhouse,Individual time trial,Lance Armstrong[n 1],USA,2000
20,2000-07-22,254.5,Belfort,Troyes,Flat stage,Erik Zabel,GER,2000
21,2000-07-23,138.0,Paris,Paris,Flat stage,Stefano Zanini,ITA,2000
P,1999-07-03,6.8,Le Puy du Fou,Le Puy du Fou,Individual time trial,Lance Armstrong[n 1],USA,1999
1,1999-07-04,208.0,Montaigu,Challans,Flat stage,Jaan Kirsipuu,EST,1999
2,1999-07-05,176.0,Challans,Saint-Nazaire,Flat stage,Tom Steels,BEL,1999
3,1999-07-06,194.5,Nantes,Laval,Flat stage,Tom Steels,BEL,1999
4,1999-07-07,194.5,Laval,Blois,Flat stage,Mario Cipollini,ITA,1999
5,1999-07-08,233.5,Bonneval,Amiens,Flat stage,Mario Cipollini,ITA,1999
6,1999-07-09,171.5,Amiens,Maubeuge,Flat stage,Mario Cipollini,ITA,1999
7,1999-07-10,227.0,Avesnes-sur-Helpe,Thionville,Flat stage,Mario Cipollini,ITA,1999
8,1999-07-11,56.5,Metz,Metz,Individual time trial,Lance Armstrong[n 1],USA,1999
9,1999-07-13,213.5,Le Grand-Bornand,Sestrières,Mountain stage,Lance Armstrong[n 1],USA,1999
10,1999-07-14,220.5,Sestrières,Alpe d'Huez,Mountain stage,Giuseppe Guerini,ITA,1999
11,1999-07-15,198.5,Le Bourg-d'Oisans,Saint-Étienne,Hilly stage,Ludo Dierckxsens,BEL,1999
12,1999-07-16,201.5,Saint-Galmier,Saint-Flour,Hilly stage,David Etxebarria,ESP,1999
13,1999-07-17,236.5,Saint-Flour,Albi,Hilly stage,Salvatore Commesso,ITA,1999
14,1999-07-18,199.0,Castres,Saint-Gaudens,Flat stage,Dmitri Konychev,RUS,1999
15,1999-07-20,173.0,Saint-Gaudens,Piau-Engaly,Mountain stage,Fernando Escartín,ESP,1999
16,1999-07-21,192.0,Lannemezan,Pau,Mountain stage,David Etxebarria,ESP,1999
17,1999-07-22,200.0,Mourenx,Bordeaux,Flat stage,Tom Steels,BEL,1999
18,1999-07-23,187.5,Jonzac,Futuroscope,Flat stage,Giampaolo Mondini,ITA,1999
19,1999-07-24,57.0,Futuroscope,Futuroscope,Individual time trial,Lance Armstrong[n 1],USA,1999
20,1999-07-25,143.5,Arpajon,Paris,Flat stage,Robbie McEwen,AUS,1999
P,1998-07-11,5.6,Dublin,Dublin,Individual time trial,Chris Boardman,GBR,1998
1,1998-07-12,180.5,Dublin,Dublin,Flat stage,Tom Steels,BEL,1998
2,1998-07-13,205.5,Enniscorthy,Cork,Flat stage,Ján Svorada,CZE,1998
3,1998-07-14,169.0,Roscoff,Lorient,Flat stage,Jens Heppner,GER,1998
4,1998-07-15,252.0,Plouay,Cholet,Flat stage,Jeroen Blijlevens,NED,1998
5,1998-07-16,228.5,Cholet,Châteauroux,Flat stage,Mario Cipollini,ITA,1998
6,1998-07-17,204.5,La Châtre,Brive-la-Gaillarde,Flat stage,Mario Cipollini,ITA,1998
7,1998-07-18,58.0,Meyrignac-l'Église,Corrèze,Individual time trial,Jan Ullrich,GER,1998
8,1998-07-19,190.5,Brive-la-Gaillarde,Montauban,Flat stage,Jacky Durand,FRA,1998
9,1998-07-20,210.0,Montauban,Pau,Flat stage,Leon van Bon,NED,1998
10,1998-07-21,196.5,Pau,Luchon,Mountain stage,Rodolfo Massi,ITA,1998
11,1998-07-22,170.0,Luchon,Plateau de Beille,Mountain stage,Marco Pantani,ITA,1998
12,1998-07-24,222.0,Tarascon-sur-Ariège,Le Cap d'Agde,Flat stage,Tom Steels,BEL,1998
13,1998-07-25,196.0,Frontignan la Peyrade,Carpentras,Flat stage,Daniele Nardello,ITA,1998
14,1998-07-26,186.5,Valréas,Grenoble,Hilly stage,Stuart O'Grady,AUS,1998
15,1998-07-27,189.0,Grenoble,Les Deux Alpes,Mountain stage,Marco Pantani,ITA,1998
16,1998-07-28,204.0,Vizille,Albertville,Mountain stage,Jan Ullrich,GER,1998
17,1998-07-29,149.0,Albertville,Aix-les-Bains,Mountain stage,—,,1998
18,1998-07-30,218.5,Aix-les-Bains,Neuchâtel,Hilly stage,Tom Steels,BEL,1998
19,1998-07-31,242.0,La Chaux-de-Fonds,Autun,Flat stage,Magnus Bäckstedt,SWE,1998
20,1998-08-01,52.0,Montceau-les-Mines,Le Creusot,Individual time trial,Jan Ullrich,GER,1998
21,1998-08-02,147.5,Melun,Paris,Flat stage,Tom Steels,BEL,1998
P,1997-07-05,7.3,Rouen,Rouen,Individual time trial,Chris Boardman,GBR,1997
1,1997-07-06,192.0,Rouen,Forges-les-Eaux,Flat stage,Mario Cipollini,ITA,1997
2,1997-07-07,262.0,Saint-Valery-en-Caux,Vire,Flat stage,Mario Cipollini,ITA,1997
3,1997-07-08,224.0,Vire,Plumelec,Flat stage,Erik Zabel,GER,1997
4,1997-07-09,223.0,Plumelec,Le Puy du Fou,Flat stage,Nicola Minali,ITA,1997
5,1997-07-10,261.5,Chantonnay,La Châtre,Flat stage,Cédric Vasseur,FRA,1997
6,1997-07-11,217.5,Le Blanc,Marennes,Flat stage,Jeroen Blijlevens,NED,1997
7,1997-07-12,194.0,Marennes,Bordeaux,Flat stage,Erik Zabel,GER,1997
8,1997-07-13,161.5,Sauternes,Pau,Flat stage,Erik Zabel,GER,1997
9,1997-07-14,182.0,Pau,Loudenvielle,Mountain stage,Laurent Brochard,FRA,1997
10,1997-07-15,252.5,Luchon,Arcalis,Mountain stage,Jan Ullrich,GER,1997
11,1997-07-16,192.0,Arcalis,Perpignan,Hilly stage,Laurent Desbiens,FRA,1997
12,1997-07-18,55.0,Saint-Étienne,Saint-Étienne,Individual time trial,Jan Ullrich,GER,1997
13,1997-07-19,203.5,Saint-Étienne,Alpe d'Huez,Mountain stage,Marco Pantani,ITA,1997
14,1997-07-20,148.0,Le Bourg-d'Oisans,Courchevel,Mountain stage,Richard Virenque,FRA,1997
15,1997-07-21,208.5,Courchevel,Morzine,Mountain stage,Marco Pantani,ITA,1997
16,1997-07-22,181.0,Morzine,Fribourg,Hilly stage,Christophe Mengin,FRA,1997
17,1997-07-23,218.5,Fribourg,Colmar,Flat stage,Neil Stephens,AUS,1997
18,1997-07-24,175.5,Colmar,Montbéliard,Hilly stage,Didier Rous,FRA,1997
19,1997-07-25,172.0,Montbéliard,Dijon,Flat stage,Mario Traversoni,ITA,1997
20,1997-07-26,63.0,Disneyland Paris,Disneyland Paris,Individual time trial,Abraham Olano,ESP,1997
21,1997-07-27,149.5,Disneyland Paris,Paris,Flat stage,Nicola Minali,ITA,1997
P,1996-06-29,9.4,'s-Hertogenbosch,'s-Hertogenbosch,Individual time trial,Alex Zülle,SUI,1996
1,1996-06-30,209.0,'s-Hertogenbosch,'s-Hertogenbosch,Flat stage,Frédéric Moncassin,FRA,1996
2,1996-07-01,247.5,'s-Hertogenbosch,Wasquehal,Flat stage,Mario Cipollini,ITA,1996
3,1996-07-02,195.0,Wasquehal,Nogent-sur-Oise,Flat stage,Erik Zabel,GER,1996
4,1996-07-03,232.0,Soissons,Lac de Madine,Flat stage,Cyril Saugrain,FRA,1996
5,1996-07-04,242.0,Lac de Madine,Besançon,Flat stage,Jeroen Blijlevens,NED,1996
6,1996-07-05,207.0,Arc-et-Senans,Aix-les-Bains,Hilly stage,Michael Boogerd,NED,1996
7,1996-07-06,200.0,Chambéry,Les Arcs,Mountain stage,Luc Leblanc,FRA,1996
8,1996-07-07,30.5,Bourg-Saint-Maurice,Val d'Isère,Individual time trial,Evgueni Berzin,RUS,1996
9,1996-07-08,46.0,Le Monêtier-les-Bains,Sestriere,Mountain stage,Bjarne Riis,DEN,1996
10,1996-07-09,208.5,Turin,Gap,Hilly stage,Erik Zabel,GER,1996
11,1996-07-11,202.0,Gap,Valence,Hilly stage,José Jaime Gonzalez,COL,1996
12,1996-07-12,143.5,Valence,Le Puy-en-Velay,Hilly stage,Pascal Richard,SUI,1996
13,1996-07-13,177.0,Le Puy-en-Velay,Super Besse,Hilly stage,Rolf Sørensen,DEN,1996
14,1996-07-14,186.5,Besse,Tulle,Hilly stage,Djamolidine Abduzhaparov,UZB,1996
15,1996-07-15,176.0,Brive-la-Gaillarde,Villeneuve-sur-Lot,Flat stage,Massimo Podenzana,ITA,1996
16,1996-07-16,199.0,Agen,Hautacam,Mountain stage,Bjarne Riis,DEN,1996
17,1996-07-17,262.0,Argelès-Gazost,Pamplona,Mountain stage,Laurent Dufaux,SUI,1996
18,1996-07-18,154.5,Pamplona,Hendaye,Hilly stage,Bart Voskamp,NED,1996
19,1996-07-19,226.5,Hendaye,Bordeaux,Flat stage,Frédéric Moncassin,FRA,1996
20,1996-07-20,63.5,Bordeaux,Saint-Émilion,Individual time trial,Jan Ullrich,GER,1996
21,1996-07-21,147.5,Palaiseau,Paris,Flat stage,Fabio Baldato,ITA,1996
P,1995-07-01,7.3,Saint-Brieuc,Saint-Brieuc,Individual time trial,Jacky Durand,FRA,1995
1,1995-07-02,233.5,Dinan,Lannion,Flat stage,Fabio Baldato,ITA,1995
2,1995-07-03,235.5,Perros-Guirec,Vitre,Flat stage,Mario Cipollini,ITA,1995
3,1995-07-04,67.0,Mayenne,Alençon,Team time trial,Gewiss–Ballan,,1995
4,1995-07-05,162.0,Alençon,Le Havre,Flat stage,Mario Cipollini,ITA,1995
5,1995-07-06,261.0,Fécamp,Dunkirk,Flat stage,Jeroen Blijlevens,NED,1995
6,1995-07-07,202.0,Dunkirk,Charleroi,Flat stage,Erik Zabel,GER,1995
7,1995-07-08,203.0,Charleroi,Liège,Hilly stage,Johan Bruyneel,BEL,1995
8,1995-07-09,54.0,Huy,Seraing,Individual time trial,Miguel Indurain,ESP,1995
9,1995-07-11,160.0,Le Grand-Bornand,La Plagne,Mountain stage,Alex Zülle,SUI,1995
10,1995-07-12,162.5,La Plagne,L'Alpe d'Huez,Mountain stage,Marco Pantani,ITA,1995
11,1995-07-13,199.0,Le Bourg-d'Oisans,Saint-Étienne,Hilly stage,Maximilian Sciandri,GBR,1995
12,1995-07-14,222.5,Saint-Étienne,Mende,Hilly stage,Laurent Jalabert,FRA,1995
13,1995-07-15,245.0,Mende,Revel,Flat stage,Serhiy Utchakov,UKR,1995
14,1995-07-16,164.0,Saint-Orens-de-Gameville,Guzet-Neige,Mountain stage,Marco Pantani,ITA,1995
15,1995-07-18,206.0,Saint-Girons,Cauterets,Mountain stage,Richard Virenque,FRA,1995
16,1995-07-19,149.0,Tarbes,Pau,Mountain stage,Cancelled,,1995
17,1995-07-20,246.0,Pau,Bordeaux,Flat stage,Erik Zabel,GER,1995
18,1995-07-21,166.5,Montpon-Ménestérol,Limoges,Flat stage,Lance Armstrong,USA,1995
19,1995-07-22,46.5,Lac de Vassivière,Lac de Vassivière,Individual time trial,Miguel Indurain,ESP,1995
20,1995-07-23,155.0,Sainte-Geneviève-des-Bois,Paris,Flat stage,Djamolidine Abdoujaparov,UZB,1995
P,1994-07-02,7.2,Lille,Lille,Individual time trial,Chris Boardman,GBR,1994
1,1994-07-03,234.0,Lille,Armentières,Flat stage,Djamolidine Abdoujaparov,UZB,1994
2,1994-07-04,203.5,Roubaix,Boulogne-sur-Mer,Flat stage,Jean-Paul van Poppel,NED,1994
3,1994-07-05,66.5,Calais,Eurotunnel,Team time trial,GB–MG Maglificio,,1994
4,1994-07-06,204.5,Dover, Brighton,Flat stage,Francisco Cabello,ESP,1994
5,1994-07-07,187.0,Portsmouth,Portsmouth,Flat stage,Nicola Minali,ITA,1994
6,1994-07-08,270.5,Cherbourg,Rennes,Flat stage,Gianluca Bortolami,ITA,1994
7,1994-07-09,259.5,Rennes,Futuroscope,Flat stage,Ján Svorada,SVK,1994
8,1994-07-10,218.5,Poitiers,Trélissac,Flat stage,Bo Hamburger,DEN,1994
9,1994-07-11,64.0,Périgueux,Bergerac,Individual time trial,Miguel Indurain,ESP,1994
10,1994-07-12,160.5,Bergerac,Cahors,Flat stage,Jacky Durand,FRA,1994
11,1994-07-13,263.5,Cahors,Hautacam,Mountain stage,Luc Leblanc,FRA,1994
12,1994-07-15,204.5,Lourdes,Luz Ardiden,Mountain stage,Richard Virenque,FRA,1994
13,1994-07-16,223.0,Bagnères-de-Bigorre,Albi,Flat stage,Bjarne Riis,DEN,1994
14,1994-07-17,202.0,Castres,Montpellier,Flat stage,Rolf Sørensen,DEN,1994
15,1994-07-18,231.0,Montpellier,Carpentras,Mountain stage,Eros Poli,ITA,1994
16,1994-07-19,224.5,Valréas,Alpe d'Huez,Mountain stage,Roberto Conti,ITA,1994
17,1994-07-20,149.0,Le Bourg-d'Oisans,Val Thorens,Mountain stage,Nelson Rodriguez,COL,1994
18,1994-07-21,174.5,Moutiers,Cluses,Mountain stage,Piotr Ugrumov,LAT,1994
19,1994-07-22,47.5,Cluses,Avoriaz,Individual time trial,Piotr Ugrumov,LAT,1994
20,1994-07-23,208.5,Morzine,Lac Saint-Point,Hilly stage,Djamolidine Abdoujaparov,UZB,1994
21,1994-07-24,175.0,Disneyland Paris,Paris,Flat stage,Eddy Seigneur,FRA,1994
P,1993-07-03,6.8,Le Puy du Fou,Le Puy du Fou,Individual time trial,Miguel Indurain,ESP,1993
1,1993-07-04,215.0,Luçon,Les Sables-d'Olonne,Flat stage,Mario Cipollini,ITA,1993
2,1993-07-05,227.5,Les Sables-d'Olonne,Vannes,Flat stage,Wilfried Nelissen,BEL,1993
3,1993-07-06,189.5,Vannes,Dinard,Flat stage,Djamolidine Abdoujaparov,UZB,1993
4,1993-07-07,81.0,Dinard,Avranches,Team time trial,GB–MG Maglificio,,1993
5,1993-07-08,225.5,Avranches,Évreux,Flat stage,Jesper Skibby,DEN,1993
6,1993-07-09,158.0,Évreux,Amiens,Flat stage,Johan Bruyneel,BEL,1993
7,1993-07-10,199.0,Péronne,Châlons-sur-Marne,Flat stage,Bjarne Riis,DEN,1993
8,1993-07-11,184.5,Châlons-sur-Marne,Verdun,Flat stage,Lance Armstrong,USA,1993
9,1993-07-12,59.0,Lac de Madine,Lac de Madine,Individual time trial,Miguel Indurain,ESP,1993
10,1993-07-14,203.0,Villard-de-Lans,Serre Chevalier,Mountain stage,Toni Rominger,SUI,1993
11,1993-07-15,179.0,Serre Chevalier,Isola 2000,Mountain stage,Toni Rominger,SUI,1993
12,1993-07-16,286.5,Isola,Marseille,Flat stage,Fabio Roscioli,ITA,1993
13,1993-07-17,181.5,Marseille,Montpellier,Flat stage,Olaf Ludwig,GER,1993
14,1993-07-18,223.0,Montpellier,Perpignan,Flat stage,Pascal Lino,FRA,1993
15,1993-07-19,231.5,Perpignan,Pal,Mountain stage,Oliverio Rincón,COL,1993
16,1993-07-21,230.0,Andorra,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Zenon Jaskuła,POL,1993
17,1993-07-22,190.0,Tarbes,Pau,Mountain stage,Claudio Chiappucci,ITA,1993
18,1993-07-23,199.5,Orthez,Bordeaux,Flat stage,Djamolidine Abdoujaparov,UZB,1993
19,1993-07-24,48.0,Brétigny-sur-Orge,Montlhéry,Individual time trial,Toni Rominger,SUI,1993
20,1993-07-25,196.5,Viry-Châtillon,Paris,Flat stage,Djamolidine Abdoujaparov,UZB,1993
P,1992-07-04,8.0,San Sebastián,San Sebastián,Individual time trial,Miguel Indurain,ESP,1992
1,1992-07-05,194.5,San Sebastián,San Sebastián,Hilly stage,Dominique Arnould,FRA,1992
2,1992-07-06,255.0,San Sebastián,Pau,Hilly stage,Javier Murguialday,ESP,1992
3,1992-07-07,210.0,Pau,Bordeaux,Flat stage,Rob Harmeling,NED,1992
4,1992-07-08,63.5,Libourne,Libourne,Team time trial,Panasonic–Sportlife,,1992
5,1992-07-09,196.0,Nogent-sur-Oise,Wasquehal,Flat stage,Guido Bontempi,ITA,1992
6,1992-07-10,167.0,Roubaix,Brussels,Flat stage,Laurent Jalabert,FRA,1992
7,1992-07-11,196.5,Brussels,Valkenburg,Flat stage,Gilles Delion,FRA,1992
8,1992-07-12,206.5,Valkenburg,Koblenz,Flat stage,Jan Nevens,BEL,1992
9,1992-07-13,65.0,Luxembourg City,Luxembourg City,Individual time trial,Miguel Indurain,ESP,1992
10,1992-07-14,217.0,Luxembourg City,Strasbourg,Flat stage,Jean-Paul van Poppel,NED,1992
11,1992-07-15,249.5,Strasbourg,Mulhouse,Hilly stage,Laurent Fignon,FRA,1992
12,1992-07-16,267.5,Dole,St Gervais,Hilly stage,Rolf Järmann,SUI,1992
13,1992-07-18,254.5,St Gervais,Sestriere,Mountain stage,Claudio Chiappucci,ITA,1992
14,1992-07-19,186.5,Sestriere,Alpe d'Huez,Mountain stage,Andrew Hampsten,USA,1992
15,1992-07-20,198.0,Le Bourg-d'Oisans,Saint-Étienne,Hilly stage,Franco Chioccioli,ITA,1992
16,1992-07-21,212.0,Saint-Étienne,La Bourboule,Hilly stage,Stephen Roche,IRE,1992
17,1992-07-22,189.0,La Bourboule,Montluçon,Flat stage,Jean-Claude Colotti,FRA,1992
18,1992-07-23,212.0,Montluçon,Tours,Flat stage,Thierry Marie,FRA,1992
19,1992-07-24,64.0,Tours,Blois,Individual time trial,Miguel Indurain,ESP,1992
20,1992-07-25,222.0,Blois,Nanterre,Flat stage,Peter De Clercq,BEL,1992
21,1992-07-26,141.0,La Défense,Paris,Flat stage,Olaf Ludwig,GER,1992
P,1991-07-06,5.4,Lyon,Lyon,Individual time trial,Thierry Marie,FRA,1991
1,1991-07-07,114.5,Lyon,Lyon,Flat stage,Djamolidine Abdoujaparov,URS,1991
2,1991-07-07,36.5,Bron,Chassieu,Team time trial,Ariostea,,1991
3,1991-07-08,210.5,Villeurbanne,Dijon,Flat stage,Etienne De Wilde,BEL,1991
4,1991-07-09,286.0,Dijon,Reims,Flat stage,Djamolidine Abdoujaparov,URS,1991
5,1991-07-10,149.5,Reims,Valenciennes,Flat stage,Jelle Nijdam,NED,1991
6,1991-07-11,259.0,Arras,Le Havre,Flat stage,Thierry Marie,FRA,1991
7,1991-07-12,167.0,Le Havre,Argentan,Flat stage,Jean-Paul van Poppel,NED,1991
8,1991-07-13,73.0,Argentan,Alençon,Individual time trial,Miguel Indurain,ESP,1991
9,1991-07-14,161.0,Alençon,Rennes,Flat stage,Mauro Ribeiro,BRA,1991
10,1991-07-15,207.5,Rennes,Quimper,Flat stage,Phil Anderson,AUS,1991
11,1991-07-16,246.0,Quimper,Saint-Herblain,Flat stage,Charly Mottet,FRA,1991
